"성별","연령","주택가격","거주형태","총납입료 합계","사기여부"
2,45,10000,30,13168610,"N"
2,34,7558,99,2357467,"N"
1,41,13453,11,4882960,"N"
2,57,20494,30,27887298,"N"
2,36,12222,20,7497342,"N"
1,38,20694,20,15125396,"N"
1,40,11661,30,35959040,"N"
2,55,28611,20,56458634,"N"
1,72,4166,20,13784480,"N"
1,37,29722,20,3206832,"N"
2,60,18302,20,19265736,"Y"
2,32,13888,20,7511403,"N"
1,38,6894,12,9283951,"Y"
2,44,20802,40,1069600,"N"
2,53,11111,20,49767334,"N"
2,34,23472,20,9016182,"N"
2,29,3801,30,4318050,"N"
1,70,6890,99,14162950,"N"
1,38,15555,20,24341090,"N"
2,54,4484,12,5149638,"N"
2,36,29356,20,77231676,"N"
2,24,29265,20,39799013,"N"
1,24,15381,99,376254,"N"
1,53,9043,40,2307600,"N"
2,61,9708,40,9132572,"N"
2,55,7056,40,15175563,"N"
1,46,7638,20,58091616,"N"
2,61,11111,20,20503793,"N"
2,44,15000,30,9991745,"N"
2,52,8370,20,9607003,"N"
2,34,13888,20,4065100,"N"
1,54,4502,11,6190498,"N"
2,33,4027,20,10739422,"N"
1,44,42222,20,16456320,"N"
2,48,31666,20,18227463,"N"
1,36,6047,11,16860189,"N"
1,53,28055,20,3664000,"N"
1,54,9184,40,6303578,"N"
2,51,15277,20,9532396,"Y"
2,45,4038,11,8545488,"N"
1,40,6527,20,35575480,"N"
2,37,21565,20,26758701,"N"
1,40,20416,20,30183586,"N"
1,56,12951,12,9234205,"N"
2,48,27777,20,2813000,"N"
2,33,21666,20,29106097,"N"
2,57,13055,20,13615603,"N"
2,57,12877,20,231123312,"Y"
2,61,9277,12,18209964,"N"
2,36,21666,20,27531378,"N"
1,59,14959,99,24470513,"N"
2,39,18888,20,4052511,"N"
1,52,3157,12,10139473,"N"
1,38,9944,99,14926642,"N"
1,49,28750,30,8322493,"N"
2,56,24305,20,24238367,"N"
2,31,19680,99,14373974,"N"
1,44,9158,12,16280416,"N"
2,58,62222,20,5348519,"N"
1,52,21805,20,42840014,"N"
2,37,29264,40,4931126,"N"
1,45,2600,13,12376936,"N"
1,43,44861,20,23623090,"N"
2,36,7598,40,2143850,"N"
2,29,12216,12,5246956,"Y"
2,40,11174,20,2157600,"N"
2,37,29305,20,11642629,"N"
2,39,18888,20,2436050,"N"
1,48,7916,20,13302030,"N"
1,30,19722,20,5230140,"N"
1,51,12083,20,13850577,"N"
1,31,12361,20,19266733,"N"
2,33,12985,20,10435085,"N"
2,49,6527,30,3108000,"Y"
2,37,17500,20,8313040,"N"
2,51,17916,20,8007389,"N"
2,71,25153,11,4948079,"N"
2,35,7777,20,14104919,"N"
1,37,14583,20,13690122,"N"
2,57,21666,20,423326,"N"
2,31,20277,20,5683593,"N"
1,54,11066,30,1884202,"N"
2,48,6226,12,8129057,"N"
2,46,17222,20,19842664,"N"
2,53,23888,20,3373558,"N"
1,32,27841,11,1144640,"N"
2,37,19166,30,1998700,"N"
1,36,9583,20,6497400,"Y"
1,28,5539,12,13194329,"N"
2,39,9782,12,6487117,"N"
1,56,25138,20,6128653,"N"
1,61,4226,13,10463604,"N"
2,33,31111,20,6736697,"N"
2,50,16944,20,4745444,"N"
1,27,4074,12,11253879,"N"
1,28,21111,20,8788329,"N"
1,39,6111,20,25946025,"N"
1,22,6334,12,6600351,"N"
2,29,3191,12,8658128,"N"
2,58,6582,12,9388705,"Y"
1,58,8611,20,6273084,"Y"
1,40,2950,11,7916321,"N"
2,56,15277,20,12279450,"N"
2,37,20138,20,17395932,"N"
1,51,21111,20,17229226,"N"
2,41,17777,20,6809676,"N"
2,36,13472,20,8942282,"N"
1,45,36527,20,6312652,"N"
1,48,6805,30,14223751,"N"
2,29,39444,20,9642347,"N"
1,40,6319,12,9079612,"N"
1,44,4226,13,3611918,"N"
2,45,11666,20,5102588,"N"
2,45,10555,20,2645780,"N"
2,43,2500,20,616240,"Y"
1,38,8187,12,8516849,"N"
1,20,8934,20,2662209,"N"
1,40,7455,40,1918746,"N"
1,33,38594,11,4100522,"N"
1,28,47777,20,9412270,"N"
2,27,11250,20,2741227,"N"
2,30,16111,20,7993618,"N"
2,29,6666,20,9264935,"N"
2,60,51539,11,17877007,"N"
1,30,44075,20,8071358,"N"
2,31,56857,11,9213476,"N"
1,52,17777,20,4298840,"N"
2,32,1944,20,2873323,"N"
2,41,26111,20,18034767,"N"
2,25,16250,20,5434256,"N"
1,39,11020,40,9310992,"N"
2,14,6112,40,11581783,"N"
1,32,7224,12,3466277,"N"
2,54,18888,20,10473930,"N"
2,32,10474,40,2240705,"N"
1,35,42777,20,1291192,"N"
1,31,9093,11,45477103,"N"
2,33,12777,30,10623654,"N"
2,31,8529,12,3236122,"N"
2,56,10694,30,15463350,"N"
2,44,50623,20,35287068,"N"
1,29,22638,20,272626,"N"
1,45,8061,50,2637859,"N"
2,27,7302,12,2824327,"N"
2,54,30555,20,1391184,"N"
1,32,24444,20,4473567,"Y"
2,49,3472,20,1699106,"Y"
1,34,12500,30,1379578,"N"
2,43,14770,40,39241408,"N"
2,34,65577,11,1781695,"Y"
1,59,7361,20,7640465,"N"
2,37,20555,20,3116110,"N"
1,34,49851,11,958097,"N"
2,25,34444,20,2559858,"N"
1,33,71097,11,14433291,"N"
2,28,35833,20,488400,"N"
1,32,61618,11,6179444,"N"
1,61,7222,30,3358720,"N"
2,48,32083,20,276386,"N"
2,27,9941,12,9533596,"N"
2,31,27777,20,5526691,"N"
2,27,28117,12,3254387,"N"
2,34,15555,30,1108970,"N"
2,58,15876,11,3824669,"N"
2,41,16250,30,3917767,"N"
2,18,24095,20,2861450,"N"
1,25,6250,30,20518535,"N"
2,30,5392,12,390028,"Y"
1,60,24861,20,5036078,"N"
2,54,13203,12,2348983,"N"
2,29,10126,12,2833270,"N"
1,55,8192,12,158576,"N"
1,46,33750,20,1465304,"N"
1,54,43333,20,197574349,"N"
2,55,8055,30,40157143,"N"
1,70,10555,30,8820600,"N"
2,72,14722,20,164585997,"N"
1,61,6441,99,3869400,"N"
2,59,17222,20,80357508,"N"
1,56,9912,40,130864570,"N"
2,55,11666,20,64200751,"N"
2,65,20234,30,258305535,"N"
2,55,8888,30,6179920,"Y"
2,67,39000,12,23101423,"N"
2,51,36111,20,235771547,"N"
2,63,18750,20,64546736,"N"
2,59,3982,12,45622582,"N"
2,48,7256,12,32792140,"N"
2,59,6852,40,272258835,"N"
1,45,25277,20,154379631,"N"
2,46,12222,20,65335390,"N"
1,65,20502,13,40848940,"Y"
1,54,26666,20,18690000,"Y"
2,53,14554,30,104007589,"N"
1,50,6890,40,32060573,"N"
1,67,31250,20,24095896,"N"
2,48,1718,99,73641910,"N"
2,49,11666,30,48308826,"N"
2,56,5502,12,60777280,"N"
2,75,5822,12,16640208,"N"
2,38,6111,30,54006946,"Y"
2,52,8757,99,58546335,"N"
2,63,18480,11,31677668,"N"
2,56,15416,30,19140325,"N"
2,59,1930,11,14432000,"Y"
2,71,3433,11,29414533,"N"
1,65,11014,40,41556192,"N"
2,66,18055,20,7485760,"Y"
2,67,29027,20,13644729,"N"
2,47,15694,30,90130777,"N"
1,67,4645,12,7310420,"N"
2,57,7500,20,44141076,"N"
2,56,11527,30,93246124,"N"
1,69,14563,11,19703240,"N"
1,37,10555,30,9763758,"Y"
2,51,15000,20,33050206,"N"
2,55,21527,20,94375148,"N"
2,52,6637,99,45341248,"N"
1,47,5181,11,16338955,"N"
2,50,17500,20,13292340,"N"
2,55,2186,13,13306365,"Y"
2,54,12083,30,202043477,"N"
2,54,4298,99,44860426,"N"
2,56,4415,12,32537785,"N"
1,64,12638,20,12588876,"N"
2,44,7083,20,61063622,"N"
2,38,17638,30,8094244,"N"
2,46,5034,12,59681843,"N"
2,51,17777,20,69602775,"N"
1,43,15694,20,48181626,"N"
2,58,12222,20,75538905,"N"
2,56,9722,20,48939045,"N"
1,48,45386,11,42397500,"N"
2,57,3580,12,175985883,"Y"
2,63,37738,11,14896502,"N"
2,37,14583,20,41976569,"N"
2,55,14336,12,26311129,"N"
2,69,9305,20,58461569,"N"
2,47,29166,20,23011190,"N"
1,49,20555,20,465374364,"N"
2,47,4722,20,16877142,"Y"
2,45,8472,20,26123352,"N"
2,52,2245,13,18340424,"N"
2,47,9620,30,54183328,"N"
2,55,11666,20,6515250,"Y"
2,76,15000,20,13790736,"N"
2,45,13686,12,45832275,"N"
2,60,17421,12,8565784,"N"
2,75,22777,20,93507975,"N"
2,49,8930,12,21597785,"N"
2,54,13141,20,80700063,"N"
2,45,18396,30,89538382,"N"
2,51,24656,40,9565055,"N"
2,44,9166,20,32878504,"N"
2,55,9861,20,31296587,"N"
2,68,4032,12,38166874,"N"
2,79,37916,20,48815677,"N"
2,70,60694,20,11872848,"N"
2,67,8156,30,47984909,"N"
2,66,3888,30,6520930,"N"
2,64,2397,50,15480,"N"
2,63,22361,20,1720461,"N"
2,63,9116,12,62785316,"N"
2,62,20555,20,1142176,"N"
2,62,5159,40,4683967,"N"
2,62,35000,20,237490583,"N"
2,62,17012,20,48133217,"N"
2,62,6666,20,11535863,"Y"
1,61,3611,30,8768000,"N"
2,61,7222,20,79937299,"Y"
2,61,3985,11,6043950,"N"
2,60,27500,20,234066355,"N"
2,60,52723,12,55395237,"N"
2,60,2531,11,46446345,"N"
2,58,9166,20,128300,"Y"
2,58,26527,20,75484732,"N"
2,58,63611,20,242748137,"N"
2,57,44364,12,59488285,"N"
2,57,8611,20,6129615,"N"
1,57,11625,99,11608878,"N"
2,57,9861,30,91168296,"Y"
2,56,14444,20,26778066,"N"
2,55,23888,20,20199383,"N"
2,54,5833,20,109513549,"N"
2,54,10694,20,83059173,"N"
2,53,10090,12,5492290,"Y"
2,53,19757,20,170723757,"Y"
2,53,13888,20,32753871,"Y"
2,52,5628,12,218476668,"N"
2,52,32777,20,128261035,"N"
2,51,17635,12,124985125,"N"
2,50,17777,20,67910165,"N"
2,50,2594,99,18295506,"N"
2,49,8468,40,36295205,"N"
2,49,4698,30,4146142,"N"
2,47,1585,12,43992123,"N"
1,47,13976,40,160409141,"N"
2,45,49444,20,134527680,"N"
2,45,9848,11,43662944,"N"
2,43,33194,20,85678128,"N"
2,41,8245,12,57500537,"N"
2,39,38888,20,35366613,"N"
2,49,42638,20,120068604,"N"
1,52,22361,20,19235821,"N"
2,54,3339,99,34259846,"Y"
2,56,11111,30,17898339,"N"
2,65,11765,12,13837476,"N"
1,73,7083,20,58055093,"N"
2,62,12222,20,11530261,"N"
1,52,14994,40,14433671,"N"
2,45,4992,13,111758415,"N"
2,51,23333,20,91313270,"N"
2,51,17183,12,49696985,"N"
2,53,13456,12,19881274,"N"
1,39,14444,30,13406998,"N"
1,56,16111,30,11234041,"N"
2,47,4027,20,20399669,"N"
1,15,17777,20,260000,"N"
2,87,12777,20,1679448,"N"
2,85,16763,12,4380473,"N"
2,82,7916,20,1778400,"N"
2,81,19583,20,740690,"N"
2,81,8419,12,1659660,"N"
2,79,18888,20,14500,"N"
2,77,18333,30,5188470,"N"
2,76,16287,30,13568400,"N"
2,75,9444,30,18201717,"N"
2,75,3135,12,7883660,"N"
2,75,15000,20,44846722,"N"
2,75,8874,13,46670370,"N"
2,75,6944,20,16876664,"N"
1,75,15833,30,10045089,"N"
1,74,8245,40,32492903,"Y"
1,74,3813,11,42945016,"N"
2,73,43970,12,23833284,"N"
1,73,30315,20,6095168,"N"
2,73,1120,11,21143735,"N"
2,73,7916,20,4208229,"N"
1,73,24027,20,22159209,"N"
2,72,4305,20,8991080,"N"
2,72,5234,12,21720000,"N"
2,72,4883,99,51036390,"N"
1,72,12721,12,18779261,"N"
1,72,47222,20,26524902,"N"
2,71,4027,20,11465442,"N"
2,71,18291,12,8206128,"N"
2,71,7195,12,100600,"N"
1,71,4310,12,2800000,"Y"
1,70,3252,13,11348579,"N"
2,70,1526,12,23339722,"N"
1,70,3266,12,2462401,"N"
2,70,4583,20,6000000,"N"
2,70,5048,99,26617202,"N"
1,70,4971,11,23089600,"N"
2,70,6727,11,11092493,"N"
2,70,45000,20,28920548,"N"
1,70,7638,30,25340,"N"
1,70,8235,40,915600,"N"
2,69,9027,20,10080293,"N"
1,69,3817,12,112498223,"N"
1,69,7669,12,18167806,"N"
2,69,15741,11,36756928,"N"
1,69,3332,13,13822560,"Y"
2,69,11666,30,14546602,"N"
2,69,20874,11,18997096,"N"
1,69,28055,20,12438840,"N"
2,69,7395,99,12740756,"N"
2,69,5704,99,21326680,"N"
1,69,10000,20,11152757,"N"
1,69,11666,20,8758000,"N"
2,68,36666,20,17329290,"N"
2,68,14166,20,4671556,"Y"
2,68,76527,20,47858961,"N"
2,68,14444,20,9066375,"N"
2,68,27916,20,18748551,"N"
2,68,0,12,15007250,"N"
1,68,6944,20,6207002,"N"
2,68,3323,40,8145170,"N"
2,68,5833,30,10146526,"N"
2,68,13611,30,26274476,"N"
1,68,31666,20,13607896,"N"
2,68,2451,13,7213870,"N"
2,68,9722,20,16616165,"N"
2,68,11608,99,58337665,"N"
2,67,0,20,25109834,"N"
1,67,12639,12,34132750,"N"
1,67,13750,30,7535475,"N"
1,67,1258,12,167222951,"N"
1,67,9892,99,1305920,"N"
2,67,15694,20,5265964,"N"
2,67,13055,20,2460500,"N"
1,67,7500,20,14373414,"N"
2,66,7777,20,10138339,"N"
2,66,2777,20,32273322,"N"
1,66,17622,11,67438657,"N"
2,66,28611,20,57793438,"N"
2,66,12083,20,14785684,"N"
2,65,5603,12,47077538,"N"
2,65,3422,30,15209075,"N"
2,65,5108,40,55488282,"N"
2,65,12361,20,42999940,"N"
1,65,7638,30,13927536,"N"
2,65,28750,20,17318170,"N"
2,65,0,60,266400,"N"
2,65,31111,20,112228761,"N"
2,65,31111,20,104398623,"N"
2,65,5158,11,6702283,"N"
2,65,0,11,57649545,"N"
1,65,7037,13,8322080,"Y"
2,64,23333,20,8349600,"N"
2,64,45555,20,75151472,"N"
1,64,15024,20,35025100,"N"
2,64,30062,20,99848412,"N"
2,64,50833,20,62995399,"N"
2,64,0,11,8413302,"N"
2,64,25216,12,5554720,"N"
2,64,9500,11,41515470,"N"
2,64,1236,11,13377693,"N"
1,64,19722,20,6967352,"N"
2,64,11291,11,32433018,"N"
2,64,32361,20,7687286,"N"
2,64,56527,20,31591592,"N"
2,64,14305,20,29601204,"N"
1,64,16140,99,22200000,"N"
2,64,9722,20,75100102,"N"
1,64,43333,20,226020182,"N"
2,64,4305,30,99072947,"N"
1,64,38194,20,27760569,"N"
2,64,5970,12,7841001,"N"
2,63,9444,20,33401291,"N"
2,63,9251,30,24788388,"N"
2,63,34305,20,141934955,"Y"
2,63,23333,20,43061306,"N"
2,63,28888,20,4130202,"N"
1,63,9305,30,5436000,"N"
2,63,138882,11,14333400,"N"
2,63,1498,12,10638549,"N"
1,63,25138,20,7439898,"N"
1,63,0,60,7681328,"N"
2,63,22222,20,1902160,"N"
2,63,17638,20,22174176,"N"
1,63,14861,20,18989322,"N"
2,63,14420,12,60032446,"N"
1,63,24938,11,32148284,"N"
2,63,7777,30,14471808,"N"
2,63,13888,20,99938010,"N"
1,63,6141,99,317575,"N"
2,63,7629,40,23336790,"N"
2,63,16250,20,29881300,"N"
1,62,6372,12,1734900,"N"
1,62,16388,30,2627643,"N"
2,62,5976,99,35792963,"N"
2,62,47083,30,5325336,"N"
1,62,3159,12,4944000,"N"
1,62,6336,13,5044800,"N"
1,62,6013,99,57799014,"Y"
2,62,4384,40,46697796,"N"
2,62,9027,20,3409000,"Y"
1,62,15444,20,2767031,"N"
2,62,6915,11,8508540,"N"
2,62,4200,12,50958768,"Y"
2,62,23506,11,18441036,"N"
2,62,5002,12,54632075,"N"
2,62,49539,11,148461213,"N"
2,62,13976,99,42046772,"N"
1,62,8903,13,2192600,"N"
1,62,1617,12,17505317,"N"
2,61,3562,12,120150,"N"
1,61,54583,20,500,"N"
1,61,7103,99,49462332,"N"
1,61,19998,12,230456482,"N"
2,61,5891,12,52062831,"N"
2,61,30833,20,69509134,"N"
2,61,22361,20,18400604,"N"
1,61,13333,20,26050764,"N"
2,61,3800,11,9623478,"N"
2,61,7886,40,4009930,"N"
1,61,17777,20,47691883,"N"
2,61,22222,20,24473009,"N"
1,61,21666,20,28606512,"N"
2,61,11316,12,11114029,"N"
1,61,17683,30,7223480,"N"
1,61,60555,20,26271599,"N"
2,61,21666,20,12688440,"N"
1,61,11111,30,10410503,"N"
2,61,22222,20,2696940,"N"
2,61,10833,30,1735805,"N"
2,61,13888,30,11239865,"N"
1,61,25138,20,13911246,"N"
1,61,24475,99,8723320,"N"
1,61,32777,20,6987825,"N"
2,61,9907,11,35996982,"N"
2,61,14835,40,147083760,"N"
1,61,2815,30,22347548,"N"
1,60,9206,50,77758519,"N"
1,60,12251,30,12917205,"Y"
2,60,43730,11,27376852,"N"
2,60,8472,30,30013687,"N"
2,60,6250,20,7873420,"N"
2,60,14444,20,1659104,"Y"
1,60,25000,20,20393457,"N"
2,60,22638,20,28345899,"N"
2,60,43586,11,24636769,"N"
2,60,12491,13,7789369,"Y"
1,60,35833,20,2733656,"N"
1,60,23888,20,146233640,"N"
2,60,12361,20,10251690,"N"
2,60,10021,11,37948438,"N"
2,60,5734,12,12982234,"N"
1,60,78194,20,14159772,"N"
2,60,13750,20,25469987,"N"
2,60,11114,12,10900395,"N"
2,60,47083,20,612500,"N"
2,60,18055,20,38010817,"N"
2,60,45540,20,14956084,"N"
2,60,2298,11,16121561,"Y"
2,60,4862,30,9007150,"N"
1,60,37777,20,29114190,"N"
1,60,44722,20,24346876,"N"
1,59,8479,11,55965934,"Y"
2,59,3070,11,31470680,"Y"
1,59,3547,40,8275811,"N"
1,59,7621,12,3600000,"N"
2,59,12675,12,27854106,"N"
2,59,25972,20,53446134,"N"
2,59,13055,20,32919685,"N"
2,59,13226,12,9872244,"N"
2,59,11936,40,18009891,"N"
1,59,29166,20,27613258,"N"
1,59,5489,99,40433875,"N"
1,59,4104,12,26034522,"N"
2,59,22500,20,132753918,"N"
1,59,9027,20,64200,"N"
2,59,16527,20,6302660,"Y"
1,59,6485,12,63908128,"N"
2,59,13888,30,28843973,"N"
2,59,25906,11,26039641,"N"
2,59,10416,30,15017884,"N"
2,59,15138,20,3135400,"N"
2,59,26111,20,18766490,"N"
2,59,2254,30,17632146,"N"
2,59,13333,20,24625666,"N"
2,59,38194,20,75012106,"N"
2,58,27222,20,26482892,"N"
2,58,4127,20,28341643,"N"
1,58,5833,20,13368144,"N"
2,58,47777,20,13229502,"N"
2,58,7638,30,39645954,"N"
2,58,23009,12,147507025,"N"
1,58,5242,99,20478429,"N"
2,58,11776,13,8781700,"N"
2,58,7316,99,25672669,"N"
1,58,18055,20,20328040,"N"
2,58,16118,13,23156984,"N"
1,58,5039,12,13650800,"N"
2,58,6527,20,3289900,"N"
2,58,54027,20,8165757,"N"
2,58,12500,20,28314316,"N"
2,58,5699,11,27756199,"Y"
1,58,15354,40,23718852,"N"
2,58,27222,20,52543605,"Y"
2,58,11952,40,82866166,"N"
2,58,42916,20,153561874,"N"
2,58,8780,40,58758101,"Y"
1,58,22832,40,35528125,"N"
1,58,20224,99,12828250,"Y"
1,58,1344,13,2607316,"N"
2,58,7222,30,56196369,"Y"
2,58,11250,20,9657812,"Y"
1,58,5138,30,44116499,"N"
1,58,6666,20,11560878,"N"
1,58,15000,20,64326758,"N"
1,58,20972,20,15098610,"N"
1,58,16805,20,3094532,"Y"
1,58,11346,40,35029650,"N"
1,58,26111,20,12768202,"N"
2,58,14583,30,116804286,"N"
2,58,1663,13,6307200,"N"
1,58,5555,20,33142955,"N"
2,57,21805,20,194006902,"Y"
2,57,6111,30,46505934,"N"
2,57,9444,20,10039568,"Y"
2,57,18805,12,9082247,"N"
2,57,17777,20,25252789,"Y"
2,57,11081,12,78714311,"N"
2,57,5138,20,7878677,"Y"
1,57,26666,20,8412400,"N"
1,57,13888,20,1011729,"N"
1,57,9516,99,54814283,"N"
2,57,8629,40,11003598,"N"
2,57,26666,20,5433630,"N"
1,57,91488,11,18630515,"N"
1,57,6666,20,4138216,"N"
1,57,10471,12,8422344,"N"
2,57,36111,20,24988530,"N"
2,57,2204,12,54651909,"Y"
2,57,63009,11,72609007,"N"
2,57,7083,20,32678982,"N"
2,57,10972,20,40269321,"N"
2,57,7945,30,7690199,"N"
2,57,4900,11,9810748,"Y"
1,57,12099,11,2080000,"Y"
1,57,25555,20,12602935,"N"
1,57,5881,30,1009800,"N"
1,56,7500,30,10357426,"N"
2,56,6666,20,18686740,"N"
2,56,10759,40,205396619,"Y"
2,56,5974,40,27801820,"N"
1,56,23333,20,106055648,"N"
2,56,13611,20,242927586,"N"
2,56,11666,30,141926958,"Y"
1,56,5059,30,1800000,"N"
2,56,40737,20,8109584,"N"
2,56,41111,20,44922459,"N"
2,56,11250,20,14531700,"N"
2,56,39861,20,20313432,"Y"
1,56,5251,40,97000,"N"
1,56,7480,20,75700,"N"
2,56,26632,40,36443096,"Y"
1,56,13333,20,15350428,"N"
2,56,11666,20,5932022,"N"
2,56,78825,11,113081654,"N"
1,56,3744,12,11348791,"N"
1,56,4259,40,39959280,"N"
2,56,3992,13,31540609,"Y"
1,56,38429,12,154800,"N"
1,56,17638,20,180090,"N"
1,56,2715,12,3049020,"Y"
2,56,19444,20,21231157,"N"
2,56,30555,20,13105822,"N"
2,56,23333,20,4808004,"N"
2,56,7135,13,56178478,"N"
1,56,16947,40,7125792,"N"
2,56,39722,20,22861743,"N"
1,56,6670,11,18428956,"N"
1,55,3159,99,3302280,"N"
2,55,1733,13,22813226,"Y"
2,55,15660,13,19688286,"N"
2,55,12655,40,23879041,"N"
2,55,11805,20,18300079,"N"
2,55,4861,30,15775860,"N"
1,55,29444,20,65932035,"N"
2,55,16666,20,53085082,"N"
2,55,1932,12,3645000,"N"
2,55,9861,20,81413840,"N"
2,55,35277,20,50876415,"N"
2,55,16666,20,8668748,"N"
2,55,40833,20,13617779,"N"
1,55,42777,20,25434366,"N"
1,55,17083,20,43153374,"N"
1,55,21111,20,8697546,"N"
1,55,3129,11,7881313,"Y"
1,55,21111,20,789446,"N"
2,55,5000,30,10540764,"N"
2,55,6396,99,12132000,"N"
2,55,37777,20,6351308,"N"
2,55,3240,12,8798628,"N"
2,55,5972,20,8297768,"N"
2,55,8333,30,9890738,"N"
2,55,6805,20,15067734,"N"
2,55,6805,20,26713822,"N"
2,55,27222,20,14010972,"Y"
1,55,6388,20,138312783,"N"
2,55,6797,99,52193017,"N"
2,55,7746,12,128146569,"N"
2,55,14444,20,78071321,"N"
2,55,32222,20,4670902,"N"
2,55,7778,12,37263064,"N"
1,55,8817,12,27505511,"N"
1,55,24861,20,82876997,"N"
2,55,6965,40,52461756,"Y"
1,55,13886,40,10444256,"N"
2,55,1834,12,47259770,"N"
2,55,3199,11,34148833,"N"
1,55,31111,20,26310431,"N"
2,55,22678,11,1923100,"Y"
1,55,15277,30,10045561,"Y"
2,55,13194,30,76076012,"N"
2,54,28611,20,35210039,"N"
2,54,6066,12,68677205,"Y"
1,54,34444,20,36417219,"N"
1,54,29583,20,25766206,"N"
2,54,37916,20,40484600,"N"
2,54,30265,12,119698748,"N"
1,54,32916,20,88527562,"N"
2,54,19585,11,55092691,"N"
2,54,10103,12,65661055,"Y"
2,54,6944,20,926750,"Y"
2,54,35833,20,69310246,"N"
2,54,20555,20,80599899,"N"
1,54,13194,30,89078738,"N"
2,54,9709,11,12725784,"N"
2,54,7770,11,24645614,"N"
2,54,49444,20,5824934,"N"
2,54,8895,13,33574790,"N"
1,54,2515,13,300500,"N"
1,54,15416,20,19683890,"N"
2,54,18333,20,133293,"N"
1,54,28611,20,4620000,"N"
2,54,9728,12,2718675,"N"
1,53,17777,20,19485643,"N"
2,53,24386,11,143802982,"N"
2,53,21034,13,56668066,"N"
2,53,17777,20,6910908,"N"
2,53,2906,12,54106090,"N"
2,53,12083,20,15180771,"N"
2,53,1749,12,20558159,"N"
1,53,3890,11,10438467,"N"
2,53,2042,11,2350000,"N"
2,53,34583,20,166320000,"N"
1,53,9305,20,71071844,"N"
2,53,28888,20,68972016,"N"
2,53,12307,99,22675752,"N"
2,53,17777,20,14965988,"Y"
2,53,30555,20,17676021,"N"
2,53,9343,40,14932599,"Y"
2,53,6528,12,7417972,"N"
2,53,17083,20,64232585,"N"
2,53,2029,13,9770840,"Y"
1,53,4305,30,5576892,"N"
1,53,6250,30,7302948,"N"
2,53,4800,12,14129135,"N"
2,53,15000,20,1830722,"N"
2,53,4235,12,23142459,"N"
2,53,41087,11,10747253,"N"
2,52,0,20,15582690,"N"
1,52,26944,20,55959768,"N"
2,52,33136,11,4383128,"N"
2,52,27777,20,15498813,"N"
2,52,13055,30,59142910,"N"
2,52,5998,99,15454351,"N"
1,52,6250,30,865762389,"N"
2,52,42500,20,35038189,"N"
2,52,24027,20,8281000,"N"
2,52,12916,20,40288236,"Y"
2,52,9583,30,54762445,"N"
2,52,28333,20,9582504,"N"
1,52,15555,20,37471702,"N"
2,52,8602,99,93849328,"N"
2,52,19583,20,315210,"Y"
2,52,17065,11,100451534,"N"
2,52,5694,20,15015816,"N"
1,52,25694,20,3729336,"N"
1,52,36666,20,7760600,"N"
1,52,22500,30,113957107,"N"
1,52,4861,30,21538174,"N"
2,52,31666,20,73483934,"Y"
2,52,8611,20,1327200,"N"
2,52,32222,20,91571257,"N"
2,52,23888,20,14457600,"N"
2,52,3656,12,104748108,"N"
1,52,5811,99,8152316,"N"
1,52,0,11,13100636,"N"
1,51,46111,20,9532089,"N"
2,51,9027,30,15373944,"N"
2,51,41527,20,25679277,"N"
2,51,8055,20,17872430,"N"
2,51,9740,40,5355582,"N"
2,51,14939,11,141837742,"N"
1,51,49444,20,12140905,"N"
1,51,18333,20,120005957,"N"
2,51,20555,20,15982716,"N"
2,51,8055,20,61507636,"N"
2,51,7222,20,12663368,"N"
1,51,33782,11,34074254,"N"
2,51,8629,12,15660334,"N"
2,51,37916,20,52129339,"N"
2,51,19336,12,35291742,"N"
2,51,11527,20,19682906,"N"
2,51,15416,30,20014461,"N"
2,51,27777,20,45956843,"N"
2,51,4861,20,18012682,"N"
1,51,10138,20,2054900,"N"
2,51,4939,40,4276049,"N"
2,51,28052,11,29246978,"N"
1,51,2840,12,2681500,"N"
1,51,6082,11,42384414,"N"
1,51,2186,13,4893186,"N"
2,51,29668,11,31777283,"N"
2,51,12905,40,18695134,"N"
2,51,21388,20,80009616,"Y"
2,51,22777,20,38109653,"N"
2,51,3501,11,7351659,"Y"
1,50,8194,30,3783600,"N"
2,50,17222,20,47415647,"N"
1,50,9541,40,23281994,"N"
2,50,7452,13,16935773,"N"
1,50,12777,30,15609931,"N"
2,50,3889,12,19759508,"N"
1,50,65555,20,72443258,"N"
2,50,57361,20,6519146,"N"
2,50,5467,13,12240676,"N"
2,50,18333,20,22827752,"N"
2,50,17777,20,7367397,"N"
2,50,7359,12,7276300,"N"
1,50,12777,20,56117872,"N"
2,50,16805,20,17527758,"N"
2,50,15694,20,58950189,"N"
2,50,42361,20,116775918,"N"
2,50,2910,30,3851230,"N"
2,50,10694,30,5673721,"Y"
1,50,18888,20,38113466,"N"
1,50,64099,13,13373728,"N"
2,50,10240,11,21225760,"N"
2,50,44822,11,15045862,"N"
1,50,10458,12,39858500,"N"
1,50,13825,40,19368602,"N"
2,50,13971,12,34407706,"N"
2,50,18472,20,7178600,"N"
2,50,11111,20,30049290,"N"
2,50,20000,20,181223834,"N"
2,50,187777,20,49473533,"N"
1,50,17638,20,68687730,"N"
1,50,17777,20,49796257,"N"
2,50,35694,20,59025928,"N"
1,50,9861,30,29888696,"N"
1,50,23784,20,23146689,"N"
1,50,18888,20,33443807,"N"
2,49,12083,20,17185012,"N"
